,attacks
18743,processtable
18744,processtable
18745,normal
18746,normal
18747,saint
18748,normal
18749,normal
18750,normal
18751,warezmaster
18752,normal
18753,warezmaster
18754,apache2
18755,normal
18756,neptune
18757,smurf
18758,mscan
18759,neptune
18760,snmpgetattack
18761,neptune
18762,warezmaster
18763,processtable
18764,normal
18765,normal
18766,normal
18767,mscan
18768,normal
18769,neptune
18770,processtable
18771,mscan
18772,normal
18773,normal
18774,neptune
18775,normal
18776,normal
18777,smurf
18778,normal
18779,normal
18780,satan
18781,satan
18782,normal
18783,satan
18784,neptune
18785,neptune
18786,neptune
18787,neptune
18788,mscan
18789,normal
18790,apache2
18791,processtable
18792,neptune
18793,guess_passwd
18794,normal
18795,guess_passwd
18796,neptune
18797,apache2
18798,normal
18799,saint
18800,normal
18801,normal
18802,normal
18803,normal
18804,mscan
18805,neptune
18806,neptune
18807,mscan
18808,apache2
18809,neptune
18810,neptune
18811,normal
18812,apache2
18813,mscan
18814,normal
18815,guess_passwd
18816,neptune
18817,neptune
18818,apache2
18819,mscan
18820,snmpguess
18821,normal
18822,neptune
18823,normal
18824,mscan
18825,normal
18826,normal
18827,normal
18828,neptune
18829,normal
18830,processtable
18831,normal
18832,guess_passwd
18833,neptune
18834,warezmaster
18835,neptune
18836,warezmaster
18837,normal
18838,snmpgetattack
18839,nmap
18840,neptune
18841,normal
18842,normal
18843,normal
18844,smurf
18845,neptune
18846,mscan
18847,neptune
18848,smurf
18849,neptune
18850,normal
18851,smurf
18852,processtable
18853,neptune
18854,normal
18855,normal
18856,neptune
18857,guess_passwd
18858,normal
18859,normal
18860,normal
18861,normal
18862,normal
18863,normal
18864,normal
18865,apache2
18866,normal
18867,guess_passwd
18868,guess_passwd
18869,neptune
18870,snmpgetattack
18871,snmpguess
18872,mscan
18873,normal
18874,neptune
18875,neptune
18876,apache2
18877,normal
18878,normal
18879,neptune
18880,satan
18881,mscan
18882,normal
18883,guess_passwd
18884,processtable
18885,normal
18886,normal
18887,normal
18888,neptune
18889,neptune
18890,normal
18891,normal
18892,normal
18893,warezmaster
18894,normal
18895,normal
18896,neptune
18897,neptune
18898,processtable
18899,normal
18900,neptune
18901,normal
18902,guess_passwd
18903,normal
18904,normal
18905,neptune
18906,satan
18907,guess_passwd
18908,neptune
18909,mscan
18910,normal
18911,warezmaster
18912,normal
18913,normal
18914,neptune
18915,neptune
18916,normal
18917,neptune
18918,normal
18919,processtable
18920,normal
18921,neptune
18922,normal
18923,warezmaster
18924,smurf
18925,normal
18926,warezmaster
18927,ipsweep
18928,normal
18929,warezmaster
18930,guess_passwd
18931,neptune
18932,normal
18933,neptune
18934,snmpguess
18935,processtable
18936,normal
18937,normal
18938,normal
18939,normal
18940,smurf
18941,normal
18942,satan
18943,neptune
18944,mscan
18945,normal
18946,normal
18947,neptune
18948,normal
18949,neptune
18950,sendmail
18951,normal
18952,neptune
18953,snmpguess
18954,neptune
18955,neptune
18956,normal
18957,warezmaster
18958,normal
18959,normal
18960,apache2
18961,normal
18962,normal
18963,normal
18964,neptune
18965,normal
18966,warezmaster
18967,normal
18968,normal
18969,mscan
18970,neptune
18971,guess_passwd
18972,normal
18973,processtable
18974,normal
18975,normal
18976,normal
18977,normal
18978,mscan
18979,normal
18980,apache2
18981,named
18982,neptune
18983,normal
18984,neptune
18985,normal
18986,smurf
18987,smurf
18988,neptune
18989,normal
18990,normal
18991,pod
18992,neptune
18993,guess_passwd
18994,mscan
18995,normal
18996,neptune
18997,mscan
18998,normal
18999,guess_passwd
19000,normal
19001,normal
19002,normal
19003,apache2
19004,saint
19005,normal
19006,neptune
19007,normal
19008,guess_passwd
19009,neptune
19010,normal
19011,neptune
19012,normal
19013,normal
19014,neptune
19015,neptune
19016,neptune
19017,neptune
19018,normal
19019,neptune
19020,normal
19021,normal
19022,neptune
19023,normal
19024,warezmaster
19025,neptune
19026,normal
19027,mscan
19028,apache2
19029,nmap
19030,processtable
19031,neptune
19032,mscan
19033,normal
19034,neptune
19035,normal
19036,normal
19037,normal
19038,neptune
19039,saint
19040,normal
19041,normal
19042,normal
19043,mscan
19044,mailbomb
19045,guess_passwd
19046,normal
19047,normal
19048,normal
19049,neptune
19050,neptune
19051,neptune
19052,neptune
19053,normal
19054,normal
19055,normal
19056,normal
19057,neptune
19058,mscan
19059,neptune
19060,neptune
19061,neptune
19062,guess_passwd
19063,mscan
19064,normal
19065,normal
19066,neptune
19067,saint
19068,normal
19069,mailbomb
19070,guess_passwd
19071,normal
19072,normal
19073,normal
19074,neptune
19075,mscan
19076,neptune
19077,rootkit
19078,mailbomb
19079,normal
19080,normal
19081,portsweep
19082,mscan
19083,normal
19084,normal
19085,satan
19086,normal
19087,normal
19088,neptune
19089,guess_passwd
19090,neptune
19091,mscan
19092,normal
19093,mailbomb
19094,mscan
19095,apache2
19096,normal
19097,normal
19098,normal
19099,neptune
19100,neptune
19101,normal
19102,warezmaster
19103,guess_passwd
19104,normal
19105,normal
19106,satan
19107,mscan
19108,processtable
19109,saint
19110,normal
19111,normal
19112,normal
19113,normal
19114,normal
19115,guess_passwd
19116,normal
19117,normal
19118,normal
19119,normal
19120,normal
19121,satan
19122,teardrop
19123,normal
19124,neptune
19125,normal
19126,normal
19127,neptune
19128,normal
19129,normal
19130,normal
19131,mscan
19132,normal
19133,satan
19134,back
19135,normal
19136,smurf
19137,mscan
19138,normal
19139,satan
19140,guess_passwd
19141,normal
19142,normal
19143,neptune
19144,mscan
19145,guess_passwd
19146,neptune
19147,neptune
19148,apache2
19149,snmpguess
19150,neptune
19151,normal
19152,normal
19153,neptune
19154,satan
19155,normal
19156,mscan
19157,satan
19158,guess_passwd
19159,neptune
19160,normal
19161,normal
19162,normal
19163,normal
19164,normal
19165,normal
19166,normal
19167,normal
19168,neptune
19169,neptune
19170,satan
19171,neptune
19172,normal
19173,normal
19174,satan
19175,normal
19176,snmpguess
19177,processtable
19178,satan
19179,normal
19180,neptune
19181,neptune
19182,smurf
19183,mscan
19184,normal
19185,warezmaster
19186,normal
19187,normal
19188,normal
19189,neptune
19190,back
19191,apache2
19192,neptune
19193,normal
19194,normal
19195,normal
19196,guess_passwd
19197,smurf
19198,guess_passwd
19199,normal
19200,processtable
19201,mscan
19202,neptune
19203,normal
19204,normal
19205,normal
19206,neptune
19207,neptune
19208,neptune
19209,normal
19210,satan
19211,normal
19212,apache2
19213,normal
19214,neptune
19215,neptune
19216,neptune
19217,neptune
19218,satan
19219,neptune
19220,normal
19221,smurf
19222,normal
19223,named
19224,warezmaster
19225,normal
19226,satan
19227,neptune
19228,smurf
19229,normal
19230,neptune
19231,normal
19232,warezmaster
19233,neptune
19234,neptune
19235,apache2
19236,normal
19237,normal
19238,neptune
19239,back
19240,normal
19241,normal
19242,neptune
19243,neptune
19244,normal
19245,neptune
19246,normal
19247,satan
19248,normal
19249,processtable
19250,normal
19251,normal
19252,warezmaster
19253,mailbomb
19254,neptune
19255,normal
19256,normal
19257,normal
19258,mscan
19259,neptune
19260,normal
19261,apache2
19262,normal
19263,normal
19264,guess_passwd
19265,normal
19266,mailbomb
19267,satan
19268,warezmaster
19269,normal
19270,snmpguess
19271,guess_passwd
19272,pod
19273,normal
19274,warezmaster
19275,guess_passwd
19276,httptunnel
19277,normal
19278,mscan
19279,neptune
19280,normal
19281,apache2
19282,portsweep
19283,normal
19284,normal
19285,normal
19286,normal
19287,satan
19288,normal
19289,normal
19290,back
19291,apache2
19292,mailbomb
19293,processtable
19294,normal
19295,normal
19296,back
19297,normal
19298,normal
19299,apache2
19300,normal
19301,normal
19302,normal
19303,smurf
19304,normal
19305,satan
19306,mscan
19307,neptune
19308,xlock
19309,neptune
19310,neptune
19311,warezmaster
19312,mscan
19313,normal
19314,ipsweep
19315,guess_passwd
19316,normal
19317,mailbomb
19318,snmpguess
19319,normal
19320,normal
19321,mailbomb
19322,satan
19323,back
19324,normal
19325,guess_passwd
19326,neptune
19327,normal
19328,back
19329,neptune
19330,mailbomb
19331,normal
19332,portsweep
19333,back
19334,apache2
19335,satan
19336,neptune
19337,normal
19338,normal
19339,normal
19340,neptune
19341,mailbomb
19342,apache2
19343,neptune
19344,normal
19345,ftp_write
19346,back
19347,normal
19348,normal
19349,neptune
19350,normal
19351,mailbomb
19352,saint
19353,processtable
19354,normal
19355,satan
19356,guess_passwd
19357,neptune
19358,apache2
19359,warezmaster
19360,smurf
19361,neptune
19362,back
19363,neptune
19364,land
19365,neptune
19366,neptune
19367,mscan
19368,mailbomb
19369,normal
19370,warezmaster
19371,normal
19372,mscan
19373,processtable
19374,normal
19375,warezmaster
19376,neptune
19377,neptune
19378,normal
19379,normal
19380,normal
19381,normal
19382,satan
19383,warezmaster
19384,ipsweep
19385,normal
19386,warezmaster
19387,normal
19388,neptune
19389,apache2
19390,processtable
19391,guess_passwd
19392,normal
19393,normal
19394,satan
19395,snmpguess
19396,neptune
19397,normal
19398,processtable
19399,neptune
19400,normal
19401,normal
19402,guess_passwd
19403,apache2
19404,mscan
19405,satan
19406,warezmaster
19407,normal
19408,normal
19409,normal
19410,snmpguess
19411,neptune
19412,neptune
19413,warezmaster
19414,normal
19415,normal
19416,neptune
19417,normal
19418,neptune
19419,neptune
19420,normal
19421,normal
19422,neptune
19423,normal
19424,neptune
19425,satan
19426,normal
19427,normal
19428,normal
19429,httptunnel
19430,mailbomb
19431,normal
19432,normal
19433,normal
19434,warezmaster
19435,normal
19436,neptune
19437,neptune
19438,normal
19439,normal
19440,normal
19441,normal
19442,apache2
19443,neptune
19444,normal
19445,normal
19446,warezmaster
19447,neptune
19448,processtable
19449,neptune
19450,pod
19451,normal
19452,normal
19453,neptune
19454,neptune
19455,normal
19456,normal
19457,normal
19458,normal
19459,normal
19460,normal
19461,satan
19462,normal
19463,ipsweep
19464,warezmaster
19465,normal
19466,mailbomb
19467,normal
19468,normal
19469,neptune
19470,normal
19471,normal
19472,normal
19473,saint
19474,normal
19475,neptune
19476,neptune
19477,neptune
19478,snmpguess
19479,normal
19480,guess_passwd
19481,normal
19482,back
19483,neptune
19484,normal
19485,satan
19486,mscan
19487,neptune
19488,warezmaster
19489,satan
19490,normal
19491,back
19492,normal
19493,normal
19494,neptune
19495,normal
19496,normal
19497,pod
19498,normal
19499,normal
19500,normal
19501,neptune
19502,normal
19503,normal
19504,neptune
19505,normal
19506,normal
19507,processtable
19508,smurf
19509,normal
19510,normal
19511,normal
19512,neptune
19513,pod
19514,normal
19515,snmpgetattack
19516,normal
19517,mscan
19518,satan
19519,neptune
19520,neptune
19521,saint
19522,apache2
19523,normal
19524,guess_passwd
19525,warezmaster
19526,apache2
19527,normal
19528,neptune
19529,normal
19530,neptune
19531,guess_passwd
19532,neptune
19533,smurf
19534,normal
19535,normal
19536,normal
19537,warezmaster
19538,normal
19539,back
19540,neptune
19541,normal
19542,normal
19543,normal
19544,guess_passwd
19545,normal
19546,mscan
19547,normal
19548,saint
19549,processtable
19550,portsweep
19551,smurf
19552,neptune
19553,neptune
19554,neptune
19555,normal
19556,normal
19557,normal
19558,nmap
19559,normal
19560,normal
19561,normal
19562,normal
19563,normal
19564,normal
19565,normal
19566,normal
19567,normal
19568,normal
19569,normal
19570,snmpgetattack
19571,neptune
19572,smurf
19573,ipsweep
19574,guess_passwd
19575,back
19576,normal
19577,normal
19578,guess_passwd
19579,neptune
19580,httptunnel
19581,normal
19582,normal
19583,neptune
19584,neptune
19585,neptune
19586,normal
19587,neptune
19588,neptune
19589,normal
19590,normal
19591,normal
19592,warezmaster
19593,neptune
19594,warezmaster
19595,back
19596,normal
19597,normal
19598,normal
19599,normal
19600,normal
19601,mscan
19602,normal
19603,normal
19604,warezmaster
19605,smurf
19606,normal
19607,smurf
19608,normal
19609,neptune
19610,mailbomb
19611,neptune
19612,neptune
19613,normal
19614,normal
19615,neptune
19616,neptune
19617,named
19618,warezmaster
19619,neptune
19620,normal
19621,normal
19622,guess_passwd
19623,neptune
19624,neptune
19625,guess_passwd
19626,satan
19627,normal
19628,normal
19629,guess_passwd
19630,normal
19631,apache2
19632,guess_passwd
19633,processtable
19634,rootkit
19635,neptune
19636,normal
19637,satan
19638,normal
19639,normal
19640,normal
19641,guess_passwd
19642,normal
19643,mscan
19644,satan
19645,normal
19646,normal
19647,processtable
19648,neptune
19649,satan
19650,normal
19651,saint
19652,satan
19653,mailbomb
19654,normal
19655,snmpguess
19656,smurf
19657,neptune
19658,smurf
19659,apache2
19660,nmap
19661,warezmaster
19662,normal
19663,normal
19664,neptune
19665,neptune
19666,processtable
19667,neptune
19668,guess_passwd
19669,mscan
19670,back
19671,normal
19672,warezmaster
19673,snmpguess
19674,snmpguess
19675,neptune
19676,neptune
19677,apache2
19678,neptune
19679,neptune
19680,normal
19681,normal
19682,neptune
19683,neptune
19684,normal
19685,normal
19686,normal
19687,normal
19688,normal
19689,normal
19690,normal
19691,mscan
19692,neptune
19693,normal
19694,satan
19695,neptune
19696,processtable
19697,normal
19698,normal
19699,normal
19700,smurf
19701,normal
19702,normal
19703,normal
19704,smurf
19705,warezmaster
19706,normal
19707,neptune
19708,normal
19709,normal
19710,normal
19711,satan
19712,neptune
19713,apache2
19714,normal
19715,warezmaster
19716,guess_passwd
19717,normal
19718,normal
19719,normal
19720,normal
19721,normal
19722,apache2
19723,normal
19724,neptune
19725,normal
19726,satan
19727,httptunnel
19728,neptune
19729,neptune
19730,neptune
19731,guess_passwd
19732,normal
19733,neptune
19734,normal
19735,neptune
19736,snmpgetattack
19737,neptune
19738,normal
19739,mscan
19740,normal
19741,satan
19742,normal
19743,processtable
19744,normal
19745,normal
19746,neptune
19747,processtable
19748,normal
19749,processtable
19750,processtable
19751,normal
19752,normal
19753,neptune
19754,warezmaster
19755,normal
19756,normal
19757,warezmaster
19758,normal
19759,normal
19760,normal
19761,normal
19762,guess_passwd
19763,normal
19764,neptune
19765,mscan
19766,mscan
19767,guess_passwd
19768,neptune
19769,normal
19770,normal
19771,neptune
19772,neptune
19773,normal
19774,normal
19775,snmpgetattack
19776,normal
19777,saint
19778,normal
19779,normal
19780,neptune
19781,neptune
19782,mscan
19783,normal
19784,normal
19785,normal
19786,mscan
19787,normal
19788,normal
19789,normal
19790,normal
19791,back
19792,neptune
19793,neptune
19794,satan
19795,warezmaster
19796,normal
19797,neptune
19798,mscan
19799,satan
19800,normal
19801,processtable
19802,normal
19803,neptune
19804,normal
19805,normal
19806,neptune
19807,warezmaster
19808,normal
19809,normal
19810,snmpguess
19811,neptune
19812,mscan
19813,normal
19814,normal
19815,normal
19816,neptune
19817,normal
19818,neptune
19819,apache2
19820,normal
19821,normal
19822,normal
19823,normal
19824,neptune
19825,normal
19826,normal
19827,neptune
19828,neptune
19829,neptune
19830,normal
19831,normal
19832,neptune
19833,normal
19834,satan
19835,neptune
19836,normal
19837,neptune
19838,buffer_overflow
19839,satan
19840,normal
19841,satan
19842,neptune
19843,guess_passwd
19844,neptune
19845,neptune
19846,normal
19847,mscan
19848,apache2
19849,normal
19850,neptune
19851,neptune
19852,normal
19853,mscan
19854,neptune
19855,normal
19856,mscan
19857,normal
19858,neptune
19859,apache2
19860,normal
19861,warezmaster
19862,normal
19863,normal
19864,neptune
19865,neptune
19866,normal
19867,neptune
19868,warezmaster
19869,normal
19870,normal
19871,normal
19872,neptune
19873,normal
19874,httptunnel
19875,neptune
19876,normal
19877,normal
19878,normal
19879,normal
19880,guess_passwd
19881,snmpguess
19882,back
19883,warezmaster
19884,normal
19885,neptune
19886,ipsweep
19887,neptune
19888,guess_passwd
19889,normal
19890,smurf
19891,normal
19892,normal
19893,mscan
19894,normal
19895,normal
19896,smurf
19897,neptune
19898,smurf
19899,warezmaster
19900,apache2
19901,neptune
19902,warezmaster
19903,normal
19904,apache2
19905,back
19906,normal
19907,normal
19908,normal
19909,normal
19910,apache2
19911,normal
19912,normal
19913,mailbomb
19914,guess_passwd
19915,saint
19916,normal
19917,smurf
19918,normal
19919,warezmaster
19920,guess_passwd
19921,neptune
19922,normal
19923,mailbomb
19924,neptune
19925,normal
19926,normal
19927,guess_passwd
19928,neptune
19929,normal
19930,normal
19931,neptune
19932,normal
19933,neptune
19934,normal
19935,saint
19936,mscan
19937,normal
19938,neptune
19939,normal
19940,normal
19941,warezmaster
19942,normal
19943,normal
19944,neptune
19945,processtable
19946,normal
19947,neptune
19948,normal
19949,normal
19950,normal
19951,apache2
19952,normal
19953,normal
19954,satan
19955,neptune
19956,satan
19957,normal
19958,ipsweep
19959,smurf
19960,neptune
19961,normal
19962,guess_passwd
19963,apache2
19964,normal
19965,back
19966,neptune
19967,warezmaster
19968,guess_passwd
19969,normal
19970,normal
19971,mscan
19972,snmpguess
19973,guess_passwd
19974,normal
19975,warezmaster
19976,processtable
19977,normal
19978,normal
19979,guess_passwd
19980,back
19981,normal
19982,snmpgetattack
19983,neptune
19984,normal
19985,normal
19986,normal
19987,mscan
19988,normal
19989,normal
19990,smurf
19991,normal
19992,neptune
19993,normal
19994,normal
19995,snmpguess
19996,neptune
19997,mailbomb
19998,normal
19999,guess_passwd
20000,neptune
20001,normal
20002,normal
20003,normal
20004,neptune
20005,normal
20006,neptune
20007,mailbomb
20008,normal
20009,normal
20010,neptune
20011,normal
20012,satan
20013,apache2
20014,neptune
20015,normal
20016,normal
20017,neptune
20018,normal
20019,normal
20020,neptune
20021,normal
20022,normal
20023,neptune
20024,neptune
20025,normal
20026,neptune
20027,normal
20028,normal
20029,neptune
20030,normal
20031,normal
20032,normal
20033,ipsweep
20034,neptune
20035,guess_passwd
20036,processtable
20037,normal
20038,ipsweep
20039,normal
20040,normal
20041,normal
20042,udpstorm
20043,smurf
20044,mscan
20045,normal
20046,normal
20047,normal
20048,normal
20049,normal
20050,satan
20051,processtable
20052,neptune
20053,apache2
20054,neptune
20055,mscan
20056,processtable
20057,mscan
20058,neptune
20059,normal
20060,neptune
20061,apache2
20062,normal
20063,snmpguess
20064,neptune
20065,normal
20066,processtable
20067,normal
20068,processtable
20069,processtable
20070,sendmail
20071,normal
20072,mscan
20073,back
20074,smurf
20075,apache2
20076,normal
20077,neptune
20078,warezmaster
20079,normal
20080,apache2
20081,guess_passwd
20082,neptune
20083,satan
20084,neptune
20085,normal
20086,normal
20087,normal
20088,neptune
20089,normal
20090,neptune
20091,satan
20092,normal
20093,saint
20094,neptune
20095,neptune
20096,smurf
20097,guess_passwd
20098,processtable
20099,warezmaster
20100,portsweep
20101,back
20102,normal
20103,neptune
20104,normal
20105,neptune
20106,mscan
20107,mailbomb
20108,normal
20109,smurf
20110,pod
20111,neptune
20112,normal
20113,normal
20114,snmpguess
20115,neptune
20116,neptune
20117,normal
20118,normal
20119,normal
20120,satan
20121,normal
20122,normal
20123,guess_passwd
20124,normal
20125,guess_passwd
20126,neptune
20127,processtable
20128,normal
20129,neptune
20130,normal
20131,neptune
20132,neptune
20133,normal
20134,normal
20135,normal
20136,satan
20137,apache2
20138,neptune
20139,warezmaster
20140,processtable
20141,normal
20142,normal
20143,neptune
20144,neptune
20145,smurf
20146,normal
20147,normal
20148,normal
20149,normal
20150,processtable
20151,snmpguess
20152,satan
20153,normal
20154,warezmaster
20155,smurf
20156,neptune
20157,normal
20158,apache2
20159,back
20160,normal
20161,normal
20162,ipsweep
20163,normal
20164,normal
20165,normal
20166,neptune
20167,normal
20168,mscan
20169,normal
20170,normal
20171,neptune
20172,guess_passwd
20173,apache2
20174,normal
20175,normal
20176,normal
20177,normal
20178,neptune
20179,neptune
20180,warezmaster
20181,processtable
20182,normal
20183,normal
20184,normal
20185,normal
20186,normal
20187,guess_passwd
20188,normal
20189,normal
20190,neptune
20191,normal
20192,normal
20193,normal
20194,neptune
20195,neptune
20196,buffer_overflow
20197,processtable
20198,normal
20199,normal
20200,normal
20201,normal
20202,neptune
20203,normal
20204,back
20205,normal
20206,normal
20207,normal
20208,smurf
20209,normal
20210,normal
20211,normal
20212,normal
20213,normal
20214,normal
20215,normal
20216,normal
20217,normal
20218,processtable
20219,neptune
20220,normal
20221,normal
20222,snmpguess
20223,neptune
20224,smurf
20225,normal
20226,guess_passwd
20227,normal
20228,normal
20229,normal
20230,neptune
20231,neptune
20232,smurf
20233,normal
20234,neptune
20235,normal
20236,mscan
20237,neptune
20238,normal
20239,normal
20240,warezmaster
20241,back
20242,neptune
20243,normal
20244,neptune
20245,neptune
20246,warezmaster
20247,normal
20248,normal
20249,snmpguess
20250,processtable
20251,normal
20252,normal
20253,neptune
20254,httptunnel
20255,normal
20256,normal
20257,back
20258,normal
20259,normal
20260,normal
20261,satan
20262,normal
20263,neptune
20264,normal
20265,normal
20266,normal
20267,normal
20268,neptune
20269,saint
20270,guess_passwd
20271,neptune
20272,normal
20273,ipsweep
20274,warezmaster
20275,normal
20276,neptune
20277,normal
20278,warezmaster
20279,httptunnel
20280,normal
20281,neptune
20282,nmap
20283,normal
20284,normal
20285,neptune
20286,neptune
20287,normal
20288,normal
20289,processtable
20290,normal
20291,normal
20292,snmpguess
20293,normal
20294,normal
20295,normal
20296,saint
20297,normal
20298,warezmaster
20299,normal
20300,satan
20301,normal
20302,neptune
20303,neptune
20304,normal
20305,smurf
20306,normal
20307,normal
20308,neptune
20309,neptune
20310,neptune
20311,normal
20312,neptune
20313,processtable
20314,processtable
20315,normal
20316,normal
20317,normal
20318,normal
20319,neptune
20320,normal
20321,processtable
20322,neptune
20323,normal
20324,normal
20325,neptune
20326,normal
20327,satan
20328,neptune
20329,normal
20330,mscan
20331,neptune
20332,normal
20333,normal
20334,normal
20335,satan
20336,normal
20337,httptunnel
20338,guess_passwd
20339,normal
20340,ipsweep
20341,normal
20342,apache2
20343,normal
20344,snmpguess
20345,guess_passwd
20346,neptune
20347,satan
20348,normal
20349,normal
20350,neptune
20351,normal
20352,smurf
20353,normal
20354,neptune
20355,neptune
20356,normal
20357,normal
20358,apache2
20359,normal
20360,neptune
20361,satan
20362,apache2
20363,mailbomb
20364,neptune
20365,normal
20366,neptune
20367,guess_passwd
20368,snmpguess
20369,normal
20370,neptune
20371,neptune
20372,normal
20373,normal
20374,processtable
20375,normal
20376,normal
20377,satan
20378,normal
20379,normal
20380,neptune
20381,normal
20382,ipsweep
20383,neptune
20384,normal
20385,neptune
20386,normal
20387,normal
20388,normal
20389,guess_passwd
20390,normal
20391,guess_passwd
20392,normal
20393,neptune
20394,neptune
20395,normal
20396,warezmaster
20397,normal
20398,satan
20399,normal
20400,warezmaster
20401,portsweep
20402,normal
20403,apache2
20404,normal
20405,neptune
20406,saint
20407,normal
20408,neptune
20409,guess_passwd
20410,warezmaster
20411,normal
20412,neptune
20413,mscan
20414,mscan
20415,satan
20416,processtable
20417,normal
20418,mscan
20419,normal
20420,normal
20421,neptune
20422,warezmaster
20423,neptune
20424,neptune
20425,normal
20426,normal
20427,apache2
20428,normal
20429,normal
20430,neptune
20431,mailbomb
20432,neptune
20433,warezmaster
20434,normal
20435,smurf
20436,neptune
20437,normal
20438,guess_passwd
20439,snmpguess
20440,normal
20441,normal
20442,back
20443,normal
20444,normal
20445,normal
20446,normal
20447,saint
20448,normal
20449,normal
20450,normal
20451,neptune
20452,normal
20453,normal
20454,normal
20455,apache2
20456,normal
20457,normal
20458,neptune
20459,snmpgetattack
20460,neptune
20461,guess_passwd
20462,saint
20463,neptune
20464,neptune
20465,normal
20466,neptune
20467,mailbomb
20468,neptune
20469,ipsweep
20470,neptune
20471,normal
20472,warezmaster
20473,processtable
20474,normal
20475,neptune
20476,normal
20477,normal
20478,warezmaster
20479,warezmaster
20480,mscan
20481,neptune
20482,normal
20483,mscan
20484,mscan
20485,normal
20486,normal
20487,normal
20488,guess_passwd
20489,normal
20490,normal
20491,smurf
20492,neptune
20493,guess_passwd
20494,normal
20495,mscan
20496,neptune
20497,processtable
20498,snmpguess
20499,processtable
20500,neptune
20501,neptune
20502,normal
20503,satan
20504,normal
20505,apache2
20506,neptune
20507,neptune
20508,normal
20509,normal
20510,snmpguess
20511,smurf
20512,mscan
20513,neptune
20514,neptune
20515,normal
20516,apache2
20517,satan
20518,neptune
20519,normal
20520,guess_passwd
20521,normal
20522,normal
20523,apache2
20524,normal
20525,normal
20526,back
20527,normal
20528,normal
20529,snmpgetattack
20530,warezmaster
20531,snmpgetattack
20532,mscan
20533,normal
20534,normal
20535,normal
20536,normal
20537,mscan
20538,guess_passwd
20539,normal
20540,neptune
20541,neptune
20542,neptune
20543,neptune
20544,satan
20545,warezmaster
20546,processtable
20547,normal
20548,normal
20549,normal
20550,normal
20551,normal
20552,ipsweep
20553,mscan
20554,buffer_overflow
20555,normal
20556,neptune
20557,normal
20558,satan
20559,back
20560,satan
20561,neptune
20562,apache2
20563,neptune
20564,normal
20565,normal
20566,neptune
20567,normal
20568,neptune
20569,normal
20570,mscan
20571,normal
20572,normal
20573,normal
20574,normal
20575,mscan
20576,normal
20577,normal
20578,normal
20579,neptune
20580,normal
20581,normal
20582,normal
20583,guess_passwd
20584,neptune
20585,neptune
20586,neptune
20587,normal
20588,normal
20589,normal
20590,normal
20591,back
20592,normal
20593,neptune
20594,normal
20595,warezmaster
20596,neptune
20597,apache2
20598,normal
20599,apache2
20600,neptune
20601,back
20602,satan
20603,normal
20604,normal
20605,warezmaster
20606,ipsweep
20607,mailbomb
20608,normal
20609,satan
20610,neptune
20611,neptune
20612,normal
20613,normal
20614,apache2
20615,warezmaster
20616,normal
20617,normal
20618,mailbomb
20619,back
20620,normal
20621,normal
20622,normal
20623,guess_passwd
20624,normal
20625,guess_passwd
20626,saint
20627,neptune
20628,neptune
20629,normal
20630,normal
20631,smurf
20632,neptune
20633,normal
20634,neptune
20635,normal
20636,neptune
20637,normal
20638,normal
20639,normal
20640,neptune
20641,neptune
20642,neptune
20643,mailbomb
20644,neptune
20645,mscan
20646,neptune
20647,satan
20648,warezmaster
20649,snmpguess
20650,normal
20651,mailbomb
20652,normal
20653,normal
20654,normal
20655,normal
20656,normal
20657,neptune
20658,normal
20659,neptune
20660,normal
20661,neptune
20662,neptune
20663,smurf
20664,neptune
20665,normal
20666,normal
20667,mscan
20668,smurf
20669,normal
20670,normal
20671,normal
20672,neptune
20673,smurf
20674,smurf
20675,normal
20676,mscan
20677,guess_passwd
20678,normal
20679,normal
20680,processtable
20681,neptune
20682,guess_passwd
20683,neptune
20684,normal
20685,saint
20686,normal
20687,neptune
20688,normal
20689,normal
20690,neptune
20691,warezmaster
20692,guess_passwd
20693,back
20694,normal
20695,processtable
20696,neptune
20697,normal
20698,satan
20699,processtable
20700,normal
20701,mscan
20702,normal
20703,guess_passwd
20704,neptune
20705,apache2
20706,neptune
20707,normal
20708,pod
20709,normal
20710,neptune
20711,guess_passwd
20712,normal
20713,satan
20714,mscan
20715,normal
20716,normal
20717,normal
20718,guess_passwd
20719,normal
20720,warezmaster
20721,land
20722,normal
20723,normal
20724,neptune
20725,neptune
20726,neptune
20727,warezmaster
20728,smurf
20729,neptune
20730,neptune
20731,normal
20732,normal
20733,rootkit
20734,neptune
20735,neptune
20736,normal
20737,normal
20738,neptune
20739,normal
20740,neptune
20741,neptune
20742,normal
20743,normal
20744,neptune
20745,neptune
20746,normal
20747,neptune
20748,neptune
20749,saint
20750,neptune
20751,warezmaster
20752,normal
20753,neptune
20754,neptune
20755,normal
20756,neptune
20757,normal
20758,normal
20759,normal
20760,neptune
20761,guess_passwd
20762,neptune
20763,processtable
20764,neptune
20765,processtable
20766,normal
20767,neptune
20768,neptune
20769,warezmaster
20770,neptune
20771,normal
20772,normal
20773,apache2
20774,normal
20775,apache2
20776,normal
20777,apache2
20778,neptune
20779,normal
20780,neptune
20781,normal
20782,mscan
20783,normal
20784,warezmaster
20785,saint
20786,normal
20787,normal
20788,satan
20789,normal
20790,snmpguess
20791,neptune
20792,guess_passwd
20793,normal
20794,normal
20795,teardrop
20796,normal
